author,item_name,price,product_genre
 Fyodor Dostoevsky,The Karamazov Brothers ,640,Fiction & Literature
 Niccolo Machiavelli,The Prince (Fingerprint) ,240,Non Fiction
 Lalgopal Subedi,Pani Yogmaya Ra Indreni ,175,Fiction & Literature
 Daniel Goleman,Working With Emotional Intelligence ,800,Personal Development & Self-Help
 Laxmi Prasad Kharel,Advanced History of Nepal (Kharel) ,550,History
 Stephen King,Cycle of the Werewolf ,440,Crime Mystery Thriller & Suspense
 James Rollins,Altar of Eden ,952,Fiction & Literature
 Tirtha Shrestha,Jindagiko Godhulima ,150,Fiction & Literature
 Tekesjwar Babi Gpmgaj,Awakasha Pachhiko Aakash ,250,Fiction & Literature
 Rekha Shakya,Nepalmandalka Kehi Jatraharu ,1500,Non Fiction
 Robin Cook,Forelgn Body ,870,Fiction & Literature
 Bisnuprasad Sharma Parajuli,Swet Parbat ,490,Travel
 C.Rajagopalachari,Ramayana (Bharatiya Vidya Bhavan) ,480,Religion
 Dale Carnegie,How to Stop Worrying and Start Living (BW) ,560,Personal Development & Self-Help
 Dele Carnegie,How to Develop Self Confidence And Influence People by Public Speaking ,560,Personal Development & Self-Help
 Mukunda Sharma,Tribenidekhi Mukttinathasammaka Loknrityaharu ,350,Non Fiction
 Yadunatha Bhattarai,Yoddha Upanyas ,500,Fiction & Literature
 Agatha Christie,Cat Among the Pigeons (Poirot) ,480,Crime Mystery Thriller & Suspense
 Colleen Hoover,Confess ,800,Romance
 Yubaraj Sangarula,Upanibeshadekhi Upanibeshako Yatra ,1000,History
 Adam Silvera,History is All You Left Me ,640,Fiction & Literature
 Felix Martin,Money (The Unauthorised Biography) ,800,History
 Michael Hutt;Mark Liechty;Stefanie Lotter,Epicentre to Aftermath ,1760,History
 Daniel Goleman,Focus ,800,Personal Development & Self-Help
 Shohbha Phokharel,Paanch Mahamanav Tatha Siddha Purush ,200,Biographies
 Leigh Bardugo,Shadow and Bone Boxed Set ,2865,Fiction & Literature
 Leigh Bardugo,Six of Crows ,960,Fiction & Literature
 Shohbha Phokharel,Sundar Desh Nepal ,250,History
 Robert Greene,The Daily Laws ,1120,Personal Development & Self-Help
 Chet Holmes,The Ultimate Sales Machine ,960,Business & Economics
 Adam Silvera,They Both Die at the End ,640,Fiction & Literature
 Gary Vaynerchuk,Twelve and a Half ,800,Business & Economics
 Basantkumar Sharma Nepal,Upanishatprasanga Bhag 2 ,770,Religion
 Bhisma Sahani,Tamas (Bhisma Sahani) ,560,Fiction & Literature
 Daniel Crosby,The Laws of Wealth ,640,Business & Economics
 Agatha Christie,The Murder on the Links (Poirot) ,480,Crime Mystery Thriller & Suspense
 Orhan Pamuk,Istanbul ,800,Biographies
 Katherine Schwarzenegger,The Gift of Forgiveness ,640,Personal Development & Self-Help
 Basantkumar Sharma Nepal,Upanishatprasanga Bhag 1 ,540,Religion
 Ozan Varol,Think Like a Rocket Scientist ,960,Personal Development & Self-Help
 Agatha Christie,Appointment with Death (Poirot) ,480,Crime Mystery Thriller & Suspense
 Agatha Christie,Dead Mans Folly (Poirot) ,480,Crime Mystery Thriller & Suspense
 Kristin Hannah,Firefly Lane ,720,Fiction & Literature
 Stanley McChrystal,Leaders ,960,History
 Agatha Christie,Five Little Pigs (Poirot) ,480,Crime Mystery Thriller & Suspense
 Agatha Christie,The Labours of Hercules (Poirot) ,480,Crime Mystery Thriller & Suspense
 Robert D. Kaplan,Monsoon (The Indian Ocean and the Future of American Power) ,1440,Non Fiction
 Agatha Christie,Miss Marples Final Cases ,480,Crime Mystery Thriller & Suspense
 Louann Brizendine,The Male Brain ,800,Non Fiction
 Agatha Christie,The Moving Finger (Miss Marple) ,480,Crime Mystery Thriller & Suspense
 Agatha Christie,The Mystery of the Blue Train (Poirot) ,480,Crime Mystery Thriller & Suspense
 Marjan Kamali,The Stationery Shop of Tehran ,720,Fiction & Literature
 Agatha Christie,The Witness for the Prosecution ,480,Crime Mystery Thriller & Suspense
 Jen Sincero,You Are a Badass at Making Money ,800,Personal Development & Self-Help
" Krishan Kusum, Kesabraj Jyawali",Aagan Chhodepachhi ,300,Biographies
 E. Lockhart,We Were Liars ,640,Crime Mystery Thriller & Suspense
 Steven Levy,Facebook (The Inside Story) ,960,Business & Economics
 Anita Panthi,Anayojit ,300,Fiction & Literature
 Lilabahadur Chhetri,Atripta ,210,Fiction & Literature
 Sagar Gaire,Balaigaudekhi Bakusamma ,375,Travel
 Goretha B. Myakthuj,Balbalikasanga Kurakani ,299,Children & Young Adult
 Pradip Giri,Bishweshwor Prasad Koirala Adharbhut Sankalan ,1400,Politics
 Prayag Khadka,Communist Andolan Ra Netritwa ,310,Politics
 Binda Pandey,Dhartimathiko Dabi ,595,Non Fiction
 Dhurba Chandra Gautam,Hangerama Jhundiyako Aakash ,250,Fiction & Literature
 Sanjeev Pokharel,Eak Ani Shunya ,495,Non Fiction
 Badriprasad Dhakal,Kulpuja Sanskriti Ra Parampara ,300,Religion
 Umanatha Phokahrel,Mina Didi ,330,Biographies
 Shadananda Poudyal,Nepali Lokbiswas ,560,Fiction & Literature
 Narayan P. Panta,Nepali Samajma Prachalit Ukhanharu ,150,Fiction & Literature
 Gyanbahadur Karki,Nepalma Jatapat Tatha Chuwachutko Itihas ,200,Non Fiction
 Krishna Dharabasi,Radha (Sajha) ,310,Fiction & Literature
 Sagar Chanda,Tyo Samayako Nepal ,349,History
 Arjun Gyawali,Gorkhanatha Darshan ,675,Religion
 Badrinarayan Gautam,Janasangharshaka Tis Barsha ,450,Politics
 Dhanendra Ojha,Janatako Bahudaliya Janabad Pharak Bahas ,299,History
 Bijaya Sapkota,Kabhreli Nepali Sahityako Ruparekha ,535,Fiction & Literature
 Roshan Pokharel,Jhelm ,350,Fiction & Literature
 Lain Singh Bangdel,Jaya Barmako Murti Ra Nepalko Barma Bamsha ,300,History
 Mdnahari Timilsina,Samajbad Krantiko Karyadisha ,549,Politics
 Tikaram Regmi,Ujyalotira ,555,Non Fiction
 Hastabahadur K.C,Marxbad Bikasko Itihas ,600,History
 Kamala Dahal,Nepali Samaj Anektama Eakta ,150,Non Fiction
 Shreeram Prasad Upadaya,Nepalko Kutniti Ra Antarashtriya Sambandha ,495,Religion
 Nrisinha Kumar Khatri,Nepali Mato B.P ko Bato ,500,Politics
 Jyoti Upadhyaya,Nepalko Prajatantrik Andolanma Nariharu ,550,Politics
 Mohanmurti Panta,Mahabhhukampa Pachhiko Punarnirman ,500,History
 Shobhakar Parajuli,Loktantra Ra Sambidhanbad ,375,History
 Arjunnarsinha K.C,Nepali Kangresko Sankshipta Itihas ,750,History
 jagadishachandra Regmi,Mahatma Gandhika Bicharharu ,695,Biographies
 Tony Hagen,Nepalma Mero Khojyatra ,650,Travel
 Bloomsbury,No One Is Talking About This ,960,Fiction & Literature
 Sarita Bharati,Nari Shworaka Katha ,300,Fiction & Literature
 Gehendra Man Amatya,Religious Life in Nepal Part 1 ,200,Religion
 Lucy Mangan,Bookworm ,720,Biographies
 Taslima Nasrin,Chaar Kanya (Hindi) ,400,Fiction & Literature
 Taylor Jenkins Reid,Daisy Jones and The Six ,800,Fiction & Literature
 Ravish Kumar,Bolna Hi Hai (Hindi) ,400,Politics
 Richard Dawkins,Books Do Furnish a Life ,1280,Non Fiction
 Nouriel Roubini,Crisis Economics ,720,Business & Economics
 Gehendra Man Amatya,Religious Life in Nepal Part 2 ,200,Religion
 Sarah Bradford,Diana ,800,Biographies
 Val Emmich,Dear Evan Hansen ,720,Fiction & Literature
 Sophie Cousens,Just Havent Met You Yet ,800,Fiction & Literature
 Agatha Christie,Murder Is Easy ,480,Crime Mystery Thriller & Suspense
 Fredrik Backman,My Grandmother Sends Her Regards and Apologises ,640,Fiction & Literature
 Susan Abulhawa,Mornings in Jenin ,800,Fiction & Literature
 Atreya,Practical Ayurveda ,640,Non Fiction
 Colleen Hoover,November 9 ,800,Romance
 Stephen Hawking,Samay Ka Sankshipt Itihas (Hindi) ,480,Non Fiction
 Cal Newport,So Good They Can't Ignore You ,800,Personal Development & Self-Help
 Burke Hedges,The Parable of the Pipeline (English) ,312,Personal Development & Self-Help
 Kahlil Gibran,The Selected Works of Kahlil Gibran ,480,Fiction & Literature
 Agatha Christie,The ABC Murders (Poirot) ,480,Crime Mystery Thriller & Suspense
 David Graeber,The Democracy Project ,800,Non Fiction
 Nirupama Rao,The Fractured Himalaya ,1600,History
 Soren Sveistrup,The Chestnut Man ,800,Crime Mystery Thriller & Suspense
 Edith Eger,The Gift (Edith Eger) ,800,History
 Agatha Christie,The Body in the Library (Miss Marple) ,480,Crime Mystery Thriller & Suspense
Up Fairytales) by DANIELLE MCLEAN,Chicken Licken (Pop,958,Children & Young Adult
filled Activities,Smart Scholars Kindergarten Thinking Skills Fun,159,Children & Young Adult
In by NICOLA YOON,The Sun is also a Star Film Tie,720,Children & Young Adult
and,The Very Hungry Caterpillar's Wild Animal Hide,720,Children & Young Adult
in edition by JOSH MALERMAN,BIRD BOX Film tie,638,Fiction & Literature
some book of counting by Jonathan Litton,Hoot A hole,638,Children & Young Adult
Up Fairy Tales by DANIELLE MCLEAN,Goldilock And The Three Bears Pop,958,Children & Young Adult
SMITH,"Fox and the Star, The Star by CORALIE BICKFORD",638,Children & Young Adult
15 years by POOJA MAKHIJA,EAT DELETE JUNIOR Child nutrition for 0,480,Children & Young Adult
Chambered Heart By Janice Pariat,The Nine,638,Fiction & Literature
 Arundhati Roy,The Ministry Of Utmost Happiness (Hindi) ,640,Fiction & Literature
In By Green John Johnson Maureen Myracle Lauren,Let It Snow Film Tie,725,Fiction & Literature
In By Emma Donoghue,Room Film Tie,798,Fiction & Literature
in by CORMAC MCCARTHY,The Road film tie,798,Fiction & Literature
PP By Devendra Nepali,Mahatma Gandhi,675,Biographies
Two Stories Penguin Black Classic by ANTON CHEKHOV,Fifty,1118,Fiction & Literature
 Laxmi Prasad Kharel,A Brief History Of Nepal (HB) ,895,History
 Vivienne Kondos,Kali ,550,Religion
 Peter Lynch,One Up On Wall Street ,960,Business & Economics
 Mrudula Dadhe Joshi,Rahe na Rahe Hum (Hindi) ,640,Non Fiction
 Robert Greene,The 48 Laws Of Power (Hindi) ,472,Personal Development & Self-Help
Consensus Investing  BHANSALI J RUPAL,Non,1280,Sci-fi & Fantasy
Confidence By Dale Carnegie ,How To Develop Self,350,Personal Development & Self-Help
" Phirphire, Karnali Blues Combo Sets",Buddhi Sagar Books,1000,Fiction & Literature
" Rich dad poor dad, Shakti, Chamatkar and Business School","Set of four books (Dhani Buba, Magic, The power, Business School)",1350,Personal Development & Self-Help
 Agriculture Books,"Falful Kheti ( Combo Book ) Bewasayik Falful kheti, Bewaharik Falful kheti, Safal Falful Kheti ",975,Personal Development & Self-Help
"help books ( The power of positive thinking, The power of subconscious mind )",Self,798,Personal Development & Self-Help
Giver By Bob Burg & John David Mann,The Go,800,Business & Economics
 Yogi Bikashanand,Supermemory ,400,Personal Development & Self-Help
 Yogi Bikashanand,Saphal Jeewan  ,400,Personal Development & Self-Help
 Yogi Bikashanand,Yog ,500,Personal Development & Self-Help
 Karen M. McManus,You'll Be the Death of Me ,640,Crime Mystery Thriller & Suspense
 Karna Sakya;Linda Griffith,Tales of Kathmandu ,995,Fiction & Literature
 Taylor Jenkins Reid,The Seven Husbands of Evelyn Hugo ,800,Fiction & Literature
 Yogi Bikashanand,Geeta Sar ,300,Religion
 Yogi Bikashanand,Dr. Yogi Bikashanandako Aatmakatha ,200,Biographies
 Padam Bahadur Thapa,BP Koiralako Diary ,400,Politics
 Yogi Bikashanand,Dhuka Muktti ,200,Fiction & Literature
JOON CHANG,23 THINGS THEY DON'T TELL YOU ABOUT CAPITALISM by HA,880,Business & Economics
 Laxmi Prasad Kharel,A Brief History Of Nepal (HB) ,895,History
 Yogi Bikashanand,Bichar Kranti (Bikashananda) ,300,Personal Development & Self-Help
 Yogi Bikashanand,Geeta Sar Bhag 2 ,250,Religion
 Nirmohi Vyas,Awara Badal ,350,Travel
 Agatha Christie,Death on the Nile (Poirot) ,480,Crime Mystery Thriller & Suspense
 Ganga Karmacharya Paudel,Kancho Prem ,175,Children & Young Adult
 Basanta Parajuli,Momcho ,380,Fiction & Literature
 Agatha Christie,Mrs McGintys Dead (Poirot) ,480,Crime Mystery Thriller & Suspense
 Lokesh Dhakal,Nepali Rajneeti ,300,Politics
 Mahendra P. Lama,Oh Darjeeling ,560,Travel
 Dalai Lama,Nirwasanma Swatantrata ,498,Biographies
 Udaya Adhikari,Prashna ,285,Non Fiction
 Ishwarilal Shrestha,Professor Iswariko Jeevani ,550,Biographies
 Agatha Christie,The Mysterious Affair at Styles (Poirot) ,480,Crime Mystery Thriller & Suspense
 Mary Shepherd Slusser,Nepal Mandala ,24000,Non Fiction
 Vaidya Asha Kaji,The Dasakarma Vidhi ,995,Non Fiction
 Agatha Christie,The Unexpected Guest ,480,Crime Mystery Thriller & Suspense
 Sidney Ruth Schuler,The Other Side Of Polyandry ,850,Non Fiction
 Narayan Ghimire,Nepalma Gaaja ,300,Non Fiction
 Damodar Pudasaini Kishor,Greeshmako Neelo Bataas ,495,Action & Adventure
"6 years Age Group Package 1 Combo of 3 Books(Seto Maccha by Guido Van Genechten, The Little Girl follows the Rain by Dhurva Ghimire and Timi Kin Royako by Micheal Escoffier)",Story Book For 2,540,Children & Young Adult
"6 years Age Group Package 2 Combo of 3 Books(Hamro Ghar Hamro Pariwar by Saurav Kiran Shrestha, Little Fair's Story by Dhurva Ghimire and Parkha Rakhachas by Mark Janssen)",Story Book For 2,530,Children & Young Adult
"9 Years  Age Group Package 1 Combo of 3 Books(Fuchhe Bhuta(A Little Ghost) by Anuradha Sharma, Manoharko Murali by Narayanshree Adhikari and Emilyko Kharayo by Cressida Cowell)",Story Book For 7,665,Children & Young Adult
"9 Years  Age Group Package 2 Combo of 3 Books(Bhojako Nimto by Prabha Bhattarai, Jasus Avishako Virus Sangako Jit by Narayanshree Adhikari and Emilyko Kharayo by Cressida Cowell",Story Book For 7,600,Children & Young Adult
13 Years age Group Package 1 Combo of 3 Books(Ne,Story Book For 10,510,Children & Young Adult
 Ghanshyam Rajkarnikar,Mother Who Taught Me How To Live ,300,Biographies
"13 Years age Group Package 1 Combo of 3 Books(The Celestilal Rooster by Purna Kumari Lingden and Baljeet Rai, Kehi Prasiddha Bektitwo by Jaya Prasad Lamsal and Bedag Chandrama by Priya Narayanan)",Story Book For 10,620,Children & Young Adult
THINKING by GWENDOLINE SMITH,THE BOOK OF OVER,800,Personal Development & Self-Help
 Leo Tolstoy,Leo Tolstoy Ki Lokpriya Kahaniyan (Hindi) ,280,Fiction & Literature
 Muktinath Sharma Neupane,Nari Wa Purush (Jeevan Rojain) ,333,Religion
 Krishna Narayan Singh Thapa,Samaya Samjhana ,499,Biographies
 Ghanshyam Rajkarnikar,Mother Who Taught Me How To Live ,300,Biographies
 Ganesh Paudel,Paitala ,600,Fiction & Literature
 Ngoc Nguyen,Ajammari Gaun ,475,Fiction & Literature
 Franz Kafka,The Metamorphosis (Nepali) ,350,Fiction & Literature
"UP by DHRUV NATH , SUSHANTO MITRA",FUNDING YOUR START,640,Business & Economics
 Janakraj Bhatt,Prarambhik Jyotish Shiksha ,355,Religion
 Awadesh Mishra,Jo Fansi Ka Fanda Chum Gae (Hindi) ,200,Fiction & Literature
 Tikadutt Baral,Shreemadbhagavadgeeta ,2078,Religion
Nanda,Paradise Towers By Shweta Bachchan,400,Arts & Photography
WHITTAKER,WHAT YOU THINK OF ME IS NONE OF MY BUSINESS by TERRY COLE,640,Personal Development & Self-Help
 T.P. Paudel,Kranti Devghat ra Birdroha ,400,Politics
Up By Eric Ries,The Lean Start,1120,Business & Economics
 Dale Carnagie,The Quick and Easy Way to Effective Speaking (BS) ,350,Personal Development & Self-Help
 Manjushree Thapa,Mustang Bhot In Fragments ,275,Travel
 Richard Burghart,The History Of Janakpurdam ,1750,History
 Avinash Shrestha,Tanya Indrakamal Ra Andhakar ,195,Fiction & Literature
 Lionel Caplan,Land And Social Change In East Nepal: ,490,Non Fiction
 Colleen Hoover,It Ends With Us ,800,Romance
 David Robertson,George Mallory ,495,Biographies
 Liane Moriarty,Truly Madly Guilty ,640,Fiction & Literature
 Osho,Maati Kahe Kumhaar Soon (Hindi) ,280,Religion
 Albert Einstein,Father Of Modern Physics ,350,Biographies
 Christian Busch,The Serendipity Mindset ,1120,Non Fiction
 Philip Pullman,The Shadow in the North ,640,Fiction & Literature
 Nick Vujicic,Limitless ,640,Personal Development & Self-Help
 Ellen Kristvik,Drums and Syringes ,395,History
 Manshanta Ghimire/Hathan Chaudhary/Hemanta Dhakal,Birds of Pokhara Valley (rare) ,700,Non Fiction
 Susan Green,Baby Monkey ,500,Children & Young Adult
 Suryamuni Adhikari,Baise Rajyako Itihaas ,450,History
 Usha Hamal,Bhikshusanga Prem ,335,Travel
 Suryamuni Adhikari,Khas Samrajyrako Itihaas ,200,History
 Mohammad Ramjam Ali Miya,Maile Dekheko Qatar ,750,Travel
 Rajendraman Dangol,Paitalama Hiu Aakhama Himal ,599,Travel
 Sadhguru Jaggi Vasudev,Emotion & Relationships ,400,Personal Development & Self-Help
 Geraldine Werhahn;Naresh Kusi,Jeewanko Sanjal (The Web Of Life) ,1250,Children & Young Adult
 Shankar Tiwari,Kasle Sudharcha Congress ,595,Non Fiction
 Yogendrabhakta Shrestha,Sanatan Dharma ra Shivapuri Babako Swadharma ,500,Religion
 Ernest Hemingway,The Torrents Of Spring ,200,Fiction & Literature
 YB Shrestha Malla,The Shivapuri Baba ,250,Religion
 Krishnamurari Dhungel,Hoha Hola ,300,Biographies
See ,Lai,425,Biographies
 Mahadev Awasthi,Laxmiprasad Devkotaka Jeewani Ra Krititwako Anta:Sambhanda ,85,Biographies
 Modnath Prashit,Dewasur Sangram ,150,Fiction & Literature
 YB Shrestha Malla,Right Living (The Teachings Of Sri Shivapuri Baba) ,450,Religion
 Padma Tshewang,The Treasure Revealer Of Bhutan ,995,History
CYBERNETICS by MAXWELL MALTZ,PSYCHO,640,Personal Development & Self-Help
 Nicholas Sparks,The Wish ,640,Romance
" Bhakta Rai,Lokendrakumar Tele Rai",Thigumhangma (Chhintang Jalapadevi) Ko Parichaya ,225,Religion
 Sarah Maza,Thinking About History ,699,History
 Colleen Hoover,This Girl ,800,Romance
 Som Sanu,Thopai Thopa ,295,Fiction & Literature
 Shambhu Ram Simkhada,Triumph And Trauma Of Transition ,1295,Non Fiction
 Thakur Sharma Bhandari,Trividha ,350,Fiction & Literature
 Kristin Hannah,True Colours ,720,Romance
 Prateek Dahakal,Tyo Ujyalo Karnali ,365,Travel
 Gita Khatri,Udeko Aakash Duleko Dharti ,500,Travel
 Januka Khatiwada,Ujyaloko Rang ,250,Children & Young Adult
 Sudip Kumar Paudel,Vaidik Shradd Paddhati ,355,Religion
 Basudev Karmacharya,Upatyakaka Prasiddha WVrahi Deviharuko Parichaya ,110,Religion
 Basudev Karmacharya,Upatyakaka Prasiddha Mandhirharuko Parichaya ,300,Religion
 Bhaskar,Vultures Invitation ,200,Fiction & Literature
 Binod Bikram KC,Ventilatorma Aaama ,395,Fiction & Literature
 Jhapendra Raj Vaidya,Wargiya Premko Chamatkar ,350,Fiction & Literature
 Gayle Forman,Where She Went ,720,Romance
 Matthew Walker,Why We Sleep ,960,Non Fiction
 Xuemo,Xinjiang Budho ,400,Fiction & Literature
 Colleen Hoover,Without Merit ,850,Romance
 Kewal Binani,Yadharuko Sangrahalaya ,300,Fiction & Literature
 Padmaraj Kafle,Yogadarshan ,350,Religion
 Darius Foroux,What It Takes To Be Free ,320,Personal Development & Self-Help
 Thomas Erikson,Surrounded by Bad Bosses and Lazy Employees ,800,Business & Economics
 Thomas Erikson,Surrounded by Setbacks ,960,Business & Economics
 David Quammen,Spillover ,960,Non Fiction
 Bishwa Kuinkel,Sugandhapur ,350,Fiction & Literature
 Khaptadbaba,Swasthya Bigyan ,380,Health & Spirit
 Osho,Snyas Aur Mala Ke Rhasya ,250,Religion
 Chuden Kabimo,Song Of The Soil ,475,Fiction & Literature
 Ramesh Ruchen Rai,Swetshardul ,666,Biographies
" David Levithan,Jennifer Niven",Take Me With You When You Go ,640,Children & Young Adult
 Laxmi Kishor Subedi,Tamorko Suseli ,375,Fiction & Literature
 Binod Dixit,Tamasoma Jyotirgamaya ,350,Travel
 Swett Marden,Tanavrahit Jeevan ,200,Personal Development & Self-Help
 Furquan Moharkan,The Banker Who Crushed His Diamonds ,560,Non Fiction
 Joseph Murphy,Tapaiko Avachetan Maanko Shakti ,375,Personal Development & Self-Help
 Narayan Dhakal,Teen Sambatsar ,300,Fiction & Literature
 Robin Sharma,The Everyday Hero Manifesto ,640,Personal Development & Self-Help
 Peter H Diamandis,The Future Is Faster than You Think ,1120,Non Fiction
 Paul Collier,The Future of Capitalism ,960,Non Fiction
 Lois Lowry,The Giver ,560,Children & Young Adult
 Lisa Jewell,The Girls ,800,Fiction & Literature
 Rajendra Dahal,Prajananko Prakriti ,300,Non Fiction
 Laxman Rajwanshi,Pratidwani ,110,Fiction & Literature
 Carissa Veliz,Privacy is Power ,960,Non Fiction
 Bhakta Rai,Purbiya Darshan ,1000,Religion
 Prakash A Raj,Queens Of The Shah Dynasty ,300,History
 Raju Adhikari,Rajyavishek ,375,Fiction & Literature
 Parasmani Dahal,Rakshas Sangako Ladai ,250,Children & Young Adult
 Madhusudan Pandey,Quran Ma Ke Chha ,250,Religion
 Safalya Amatya,Purattatwa Itihaas ra Sanskriti ,495,History
 Prakriti Adhikari,Ranakaleen Shiksha ,550,History
 Sardar Bhim Bahadur Panday Kshatri,Rashtrabhakti Ko Jhalak ,395,History
 Basudev Sapkota,Rato Sadi ,150,Fiction & Literature
 Robert T Kiyosaki,Rich Dads Cashflow Quadrant ,880,Business & Economics
 Partha Ghose,Riddless in your Teacup ,312,Fiction & Literature
 Jason Stockwood,Reboot ,1280,Personal Development & Self-Help
 Minkumar Nabodit,Samaya Ko Bayan ,301,Fiction & Literature
 Gyanhari Ghimire,Sapanako Udaan ,375,Fiction & Literature
 Swett Marden,Safaltako Rahasya (Bhundipuran) ,320,Personal Development & Self-Help
 Scott Galloway,Post Corona (From Crisis to Opportunity) ,960,Non Fiction
 Chetnath Acharya,Ruiba ,375,Fiction & Literature
 Brian Tracy (Eat That Frog),Sabse Mushkil Kaam Sabse Pehle (Hindi) ,360,Personal Development & Self-Help
" Laxmi Upreti,Gopikrishna Prasain",Samaya Sandarbhama Narikatha ,400,Fiction & Literature
 Joseph Murphy,Samriddha Banne Ashimit Shakti ,350,Personal Development & Self-Help
 Lauren Groff,Matrix ,1120,Fiction & Literature
 Robert T Kiyosaki,More Important Than Money ,800,Business & Economics
 Deepak Parajuli,Mithya ,425,Fiction & Literature
 DR Upadhyay,Mero Priya ,350,Fiction & Literature
 Colleen Hoover,Maybe Not ,640,Romance
 Sirjan Abiral,Moksha ,425,Fiction & Literature
 Tulasi Acharya,Mochan ,375,Fiction & Literature
 Saroj Thapa Kshetri,Nepal Construction Directory 2021 ,800,Non Fiction
 Gopi Lal Neupane,Nepal At The Verge Of Capitalism ,750,Non Fiction
 Agatha Christie,Murder in the Mews ,480,Fiction & Literature
 Maheswor Prasad Upadhaya,Nepal Ganit Kosh ,1500,Non Fiction
 Madhu Raman Acharya,Nepal Worldview ,2880,Non Fiction
 Parsuram Tamang,Nepali Communist Aandolanko Karyadisha ,575,Non Fiction
 Dipesh Ghimire,Nepali Samajma Shashan ,555,Non Fiction
 Hariram Joshi,Nepalka Pracheen Abhilekh ,660,Fiction & Literature
 Rewat Bahadur Karki,Nepalko Arthatantraka Aayamharu ,500,Business & Economics
 Rajaram Subedi,Nepalko Tatya Itihaas ,700,History
 Deviprasad Acharya,Nepalko Yathartha Itihaas ,500,History
 Alaka Atreya Chudal,Ninada Vallari ,165,Fiction & Literature
 Dhana Prasad Sharma Paudel,Nirawaran ,350,Fiction & Literature
 Osho,Nirban Upanishad ,480,Religion
 Lok Raj Baral,Nepals Politics Of Referendum ,650,Non Fiction
 Kushal M Choksi,On a Wing and a Prayer ,640,Religion
 Mohan Baidya,Marxwadi Darshan ,700,Non Fiction
 Caroline Criado Perez,Invisible Women ,960,Non Fiction
 Ramesh Regmi,Jeevanko Sapana ,475,Fiction & Literature
 Narhari Acharya,Jeevanko Pathshala ,1111,Biographies
 GS Poudel,Pahelpur ,600,Fiction & Literature
 Uma Subedi,Iti ,300,Fiction & Literature
 Madhusudan Pandey,Indira Gandhiko Jeevani ,350,Biographies
 Govinda Tandon,Jeetaijeet ,300,Personal Development & Self-Help
 William Shakespeare,Othello (Bhundipuran) ,250,Fiction & Literature
 Manik Ratna Shakay,Jhyaikuti Jhyai Jhyai ,190,Fiction & Literature
 Hemraj Bhusal,Jhundieko Tarwar ,160,Fiction & Literature
 Rajan Karki,Jwalamukhimathi Desh ,550,Non Fiction
 Acharya Prashant,Karma ,480,Religion
 Thomas Bell,Kathmandu (PB) ,800,Travel
 Harihar Timilsina,Kakhara ,480,Fiction & Literature
 Govinda Bahadur Malla Gothale (bestseller),Kathai Katha ,200,Fiction & Literature
 Bijaya Raj Acharya,Kasle Ke Gardai Chha ,170,Children & Young Adult
 Bhuwanlal Pradhan,Kathmandu Upatyakaka Sanskritk Chhirka Mirka ,600,History
 Bibash Wasti,Deudutt ra Rani Mukherjeeharu ,400,Fiction & Literature
 Ranjit Rae,Kathmandu Dilemma ,800,Non Fiction
 Motiram Bhakta,Kavi Bhanubhaktako Jeevancharitra ,120,Fiction & Literature
 Dalai Lama (Nepali translation ,Dharmabhanda Para ,375,Biographies
 Chandrakanth Acharya,Darpan ,375,Fiction & Literature
 Sadhguru (bestseller),Death (Hindi) ,400,Personal Development & Self-Help
 Agatha Christie,Curtain ,480,Fiction & Literature
 Fyodor Dostoevsky,Crime And Punishment (Vintage Classics) ,640,Fiction & Literature
 Osho,Dhayanyog Pratham Aur Antim Mukti ,450,Religion
 Balkrishna Sama,Dhruba ,75,Fiction & Literature
 Rana Foroohar,Dont Be Evil ,960,Business & Economics
 Malika Kishori,Dungal ,484,Fiction & Literature
 Yuvraj Nayaghare,Ek Hatko Tali ,455,Fiction & Literature
 Osho,Dukha Hamara Ayojan Ananda Hamari Niyati ,210,Religion
" Shailendra Bahadur Thapa,Tekbahadur Thapa",Ekikaranka Badakaji (Bhag Dui) ,465,History
 Erika Leuchtag,Erika And King Tribhuvan ,550,History
 Hari Katuwal,Feri Arko Bihani ,375,Fiction & Literature
 MR Josse,From The Bagmati To The Potomac ,200,Non Fiction
 17 ,Geeta Darshan Adhayaya ,440,Religion
 Dayaram Shrestha,Gaddhuyashaili ko Rupbigyan ,200,Fiction & Literature
 5 ,Geeta Darshan Adhayaya ,430,Religion
 6 ,Geeta Darshan Adhayaya ,680,Religion
 4 ,Geeta Darshan Adhayaya ,650,Religion
 15 ,Geeta Darshan Adhayaya ,290,Religion
 3 ,Geeta Darshan Adhayaya ,430,Religion
 John Man,Genghis Khan ,960,Biographies
 8 ,Geeta Darshan Adhayaya ,430,Religion
 7 ,Geeta Darshan Adhayaya ,360,Religion
 JK Rowling (kids book) (bestseller),Harry Potter and the Deathly Hallows ,1120,Children & Young Adult
 Ninu Chapagain,Gitako Gatho ,393,Religion
 Dr Shyam Mani Adhikari,HandBook of Ayurvedic Medicinal Plants With Sketch Diagrams ,400,Non Fiction
 Massimo Valerio Manfredi,Alexander Boxed Set ,1280,Fiction & Literature
 John Whelpton,An Account Of The Kingdom Of Nepal ,625,History
 Damodar Neupane,Ambushma Chha Barsa ,450,Biographies
 Benjamin Alire Saenz,Aristotle and Dante Dive Into the Waters of the World ,640,Children & Young Adult
 Sudha Sharma,Aprameya ,385,Non Fiction
